,age,height_cm,weight_kg,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1149,33,193,88,47000,3,3,2,8000000.0,12.1145648312611,41.0,58.0,51.0,57.0,78.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,28,56,82,60,47,56,48,27,60,59,39,42,49,75,44,63,78,55,79,64,83,76,45,56,53,73,77,80,77
4062,21,183,74,18000,1,3,2,8300000.0,12.1145648312611,74.0,44.0,58.0,64.0,68.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,47,35,64,69,40,60,39,33,63,67,72,76,67,68,68,53,79,73,81,55,70,66,46,56,44,68,70,69,70
12223,21,175,70,6000,1,3,3,2000000.0,12.1145648312611,71.0,60.0,56.0,69.0,29.0,46.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,60,38,58,52,69,59,52,44,68,75,68,72,53,78,63,49,52,50,59,30,23,57,58,63,60,27,31,29
2193,22,178,66,41000,1,4,3,16800000.0,12.1145648312611,86.0,75.0,61.0,73.0,39.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,55,76,54,66,58,72,63,59,53,73,87,86,79,68,74,79,76,75,77,72,74,36,77,62,67,67,33,42,36
11063,20,190,77,10000,1,2,2,2300000.0,12.1145648312611,47.0,32.0,33.0,38.0,64.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,35,30,63,34,29,33,33,30,29,42,48,46,35,57,46,45,66,47,75,21,70,63,31,35,45,60,64,65,65
12227,18,169,71,4000,1,3,2,2000000.0,12.1145648312611,79.0,61.0,49.0,62.0,23.0,50.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,39,64,64,55,44,57,50,41,42,58,84,74,85,60,89,60,68,52,52,56,38,13,65,56,62,55,18,23,15
14913,20,180,71,8000,1,3,3,683000.0,12.1145648312611,55.0,50.0,58.0,67.0,44.0,57.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,44,52,57,65,35,68,42,41,61,67,56,54,66,60,66,62,54,54,58,40,58,48,32,64,54,62,42,42,34
160,20,180,69,78000,1,4,3,65600000.0,14.0,80.0,62.0,82.0,78.0,78.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79
663,27,182,72,94000,2,3,3,24700000.0,12.1145648312611,78.0,66.0,72.0,75.0,76.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,59,69,74,69,76,74,59,68,74,76,80,72,75,68,75,67,86,68,72,75,76,68,64,59,73,76,78,79
1504,28,176,67,46000,1,4,3,12400000.0,14.0,87.0,68.0,70.0,76.0,72.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,66,61,73,60,76,64,68,74,77,86,87,78,72,76,75,91,80,63,69,75,69,74,68,46,67,72,75,76
1951,33,182,82,57000,2,3,3,6200000.0,12.1145648312611,60.0,58.0,70.0,68.0,74.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,60,48,70,77,43,69,52,58,75,74,62,59,62,65,40,72,73,55,78,68,81,77,57,69,62,75,71,77,73
10892,27,181,81,15000,1,3,3,903000.0,12.1145648312611,81.0,47.0,56.0,66.0,62.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,54,44,59,64,44,66,60,36,53,65,78,84,69,60,71,58,71,65,77,44,65,55,54,52,40,63,64,64,66
280,26,194,100,125000,1,3,2,45400000.0,6.0,50.0,53.0,64.0,69.0,81.0,84.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,44,48,87,76,47,69,38,46,75,75,47,53,54,80,56,68,84,70,90,52,84,78,61,66,44,82,81,83,79
583,20,177,69,85000,3,4,4,37800000.0,10.0,90.0,68.0,70.0,84.0,36.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,68,40,75,70,85,69,58,59,83,93,87,87,77,86,77,78,77,51,58,45,33,73,74,61,69,38,32,47
2403,33,175,70,32000,1,3,2,7100000.0,12.1145648312611,58.0,74.0,62.0,64.0,42.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,61,79,78,66,74,58,65,55,53,69,62,55,67,79,72,72,55,66,67,64,75,33,83,65,75,76,49,34,28
12337,22,179,73,11000,1,2,3,1200000.0,12.1145648312611,69.0,45.0,60.0,68.0,60.0,53.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,46,50,60,44,69,56,50,51,67,68,69,66,60,68,45,39,66,52,42,44,57,54,61,45,54,59,65,59
1563,27,179,77,34000,1,3,4,15200000.0,10.0,72.0,72.0,76.0,76.0,66.0,63.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,69,59,73,66,76,79,78,74,77,75,69,74,74,76,78,73,69,61,75,58,66,72,77,72,74,63,68,71
14280,23,180,76,5000,1,3,2,683000.0,12.1145648312611,64.0,36.0,52.0,60.0,60.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,61,32,55,54,36,60,50,40,46,58,67,62,65,59,69,37,63,52,64,35,78,60,58,45,47,49,55,64,63
1903,32,188,78,42000,2,3,2,8100000.0,12.1145648312611,32.0,40.0,48.0,47.0,76.0,65.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,30,40,80,59,29,38,30,29,58,60,31,33,40,76,51,52,67,34,77,32,72,75,36,48,30,70,77,76,75
772,24,189,88,66000,2,4,2,29400000.0,22.0,67.0,72.0,77.0,71.0,78.0,83.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,66,78,79,71,72,73,71,78,75,59,73,58,73,55,85,71,86,85,76,75,78,76,76,55,76,77,79,76
1618,20,178,64,57000,1,4,3,24200000.0,12.1145648312611,71.0,68.0,74.0,76.0,46.0,53.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,68,59,75,61,74,75,76,71,79,77,66,78,72,75,70,46,74,46,68,44,46,65,77,60,70,44,49,30
12214,18,183,75,6000,1,3,3,2000000.0,12.1145648312611,76.0,59.0,52.0,62.0,33.0,61.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,60,62,63,56,55,62,50,44,35,60,79,74,69,58,67,59,58,53,65,54,60,32,60,54,59,62,25,34,29
13295,20,178,71,7000,1,3,3,1100000.0,12.1145648312611,75.0,51.0,53.0,66.0,37.0,61.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,56,52,40,55,33,66,44,40,48,62,76,74,78,57,69,54,64,67,59,51,59,38,56,55,50,66,33,40,36
169,24,183,73,97000,1,3,4,68100000.0,19.0,91.0,81.0,75.0,85.0,33.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25
9902,18,182,64,7000,1,3,4,2800000.0,12.1145648312611,79.0,63.0,59.0,68.0,32.0,47.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,61,62,36,61,55,68,67,58,49,67,78,79,75,55,68,69,38,61,44,60,39,24,62,60,64,64,37,30,31
1970,28,175,69,34000,1,3,2,13000000.0,12.1145648312611,57.0,66.0,78.0,68.0,70.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,76,58,58,80,69,62,72,75,82,76,59,55,68,71,73,77,64,69,56,73,69,73,59,76,70,69,69,74,70
1096,26,186,80,65000,1,3,2,18800000.0,12.1145648312611,47.0,59.0,73.0,65.0,78.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,63,52,72,79,57,63,60,59,80,75,46,48,48,79,54,69,71,77,74,65,70,78,52,73,60,78,80,79,73
13997,18,177,72,3000,1,4,2,1400000.0,12.1145648312611,77.0,56.0,56.0,64.0,32.0,48.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,56,41,57,49,65,57,47,51,64,76,77,66,48,71,68,49,38,59,47,35,20,59,53,55,53,32,36,33
754,21,185,76,47000,1,2,4,35700000.0,12.1145648312611,94.0,77.0,68.0,81.0,22.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,75,44,69,76,83,78,55,59,79,95,94,79,76,74,84,48,73,66,80,53,17,75,72,58,78,25,16,21
13454,21,188,78,8000,1,3,2,840000.0,12.1145648312611,64.0,31.0,43.0,53.0,60.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,33,29,58,53,25,50,44,23,50,52,66,63,62,54,60,46,68,63,72,24,70,58,27,36,36,54,60,61,60
755,20,185,80,49000,1,3,2,31500000.0,12.1145648312611,62.0,37.0,64.0,68.0,77.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,39,31,69,79,33,67,35,32,74,74,60,63,53,74,58,46,73,78,76,42,78,77,52,70,30,76,78,79,78
5693,21,183,70,20000,1,3,3,3700000.0,12.1145648312611,60.0,61.0,65.0,67.0,69.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,60,70,69,32,66,59,49,68,69,61,60,68,63,72,69,68,68,56,63,77,67,62,61,50,65,69,69,68
2159,21,177,65,32000,1,3,3,17900000.0,12.1145648312611,88.0,67.0,64.0,79.0,36.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,73,57,66,57,80,64,59,59,76,87,89,89,69,83,65,90,71,58,63,64,33,69,59,45,67,32,37,31
2920,27,175,71,27000,1,4,3,9100000.0,20.0,81.0,74.0,67.0,73.0,35.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,75,59,69,70,71,72,64,60,74,83,79,78,73,72,72,76,61,58,71,53,31,76,70,79,72,37,28,34
618,25,170,70,72000,2,3,4,28600000.0,12.1145648312611,77.0,52.0,70.0,76.0,78.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,77,48,70,75,44,75,64,54,61,77,76,78,72,75,79,68,76,81,59,47,82,79,65,66,46,73,77,79,80
9997,21,181,76,12000,1,3,3,2000000.0,12.1145648312611,71.0,55.0,59.0,72.0,34.0,57.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,54,50,50,62,55,72,58,55,55,73,70,71,73,64,72,62,50,60,61,58,43,25,56,64,56,62,28,37,43
457,26,191,82,80000,2,3,2,32600000.0,12.1145648312611,60.0,49.0,62.0,66.0,80.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,60,50,81,70,40,66,53,33,69,68,56,63,56,76,60,58,83,68,86,46,73,77,29,56,48,73,80,81,82
689,31,178,73,89000,3,5,4,20400000.0,12.1145648312611,67.0,71.0,79.0,82.0,62.0,65.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,74,70,67,83,72,83,77,66,75,84,69,65,78,74,75,72,70,67,60,71,76,63,74,82,70,80,61,62,62
1388,27,183,83,44000,2,3,2,15800000.0,12.1145648312611,45.0,39.0,63.0,62.0,77.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,37,25,70,79,35,59,49,53,71,70,53,39,54,70,59,60,65,69,79,43,87,78,48,60,54,74,76,79,74
2653,19,182,82,31000,1,3,3,17700000.0,12.1145648312611,79.0,57.0,69.0,72.0,70.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,73,48,58,70,46,72,63,66,68,72,78,79,74,69,67,73,71,76,78,62,69,69,62,65,50,64,69,75,70
462,25,186,77,105000,2,3,3,32600000.0,12.1145648312611,76.0,42.0,58.0,62.0,79.0,80.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,51,33,79,67,42,60,46,43,56,62,72,79,67,72,61,55,84,65,86,48,85,80,47,55,46,74,77,80,81
2152,21,178,64,38000,1,3,2,16800000.0,12.1145648312611,70.0,44.0,61.0,66.0,76.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,43,37,64,73,42,64,47,51,64,68,72,69,69,65,71,63,69,77,70,38,84,75,51,60,45,65,77,78,76
1721,24,183,73,49000,1,3,2,15800000.0,12.1145648312611,63.0,49.0,65.0,68.0,74.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,59,46,68,74,45,65,55,49,70,74,59,66,60,73,66,52,71,72,75,53,83,74,50,60,54,64,72,77,74
1874,26,178,72,39000,1,4,3,15800000.0,12.1145648312611,77.0,72.0,68.0,78.0,41.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,75,73,74,73,80,65,46,59,77,78,76,74,74,77,72,76,71,60,66,50,39,76,70,62,75,43,33,30
7814,20,177,67,17000,1,3,3,2500000.0,12.1145648312611,71.0,59.0,63.0,65.0,55.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,46,60,56,72,47,62,45,49,67,67,69,72,67,66,78,63,59,69,54,59,66,54,59,67,55,59,49,59,62
617,24,172,67,53000,1,4,4,32600000.0,12.1145648312611,83.0,80.0,76.0,82.0,30.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,80,64,76,76,82,81,69,79,80,91,76,92,70,86,77,87,73,60,85,47,18,75,77,75,82,30,31,18
957,29,187,85,95000,3,2,3,16200000.0,12.1145648312611,67.0,59.0,68.0,65.0,76.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,50,77,72,48,63,67,57,72,66,67,67,67,74,63,80,81,55,79,63,92,76,53,57,55,70,72,78,79
1109,27,185,79,47000,2,3,4,19800000.0,6.0,62.0,70.0,73.0,75.0,67.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,58,62,68,77,72,74,74,71,73,81,64,60,70,77,64,80,68,88,68,78,76,62,68,82,66,84,70,69,63
2145,21,178,70,33000,1,2,3,18900000.0,12.1145648312611,67.0,67.0,72.0,74.0,69.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,64,62,75,58,72,66,63,74,75,66,67,74,80,74,76,66,73,68,76,74,69,52,72,44,73,65,75,70
1462,29,185,84,38000,2,4,3,14300000.0,12.1145648312611,72.0,74.0,68.0,72.0,41.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,75,79,69,74,71,69,39,66,73,67,76,71,76,64,74,80,77,74,72,41,44,78,73,78,77,47,28,21
3440,24,176,75,19000,1,3,3,7600000.0,12.1145648312611,76.0,64.0,70.0,72.0,64.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,61,48,70,68,67,68,70,63,72,78,75,89,66,85,70,37,91,53,69,43,62,60,72,42,67,69,67,64
3178,28,180,70,46000,1,2,3,7700000.0,12.1145648312611,69.0,68.0,72.0,75.0,31.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,73,71,43,69,43,75,74,69,70,78,70,69,77,68,69,66,48,62,61,68,49,29,71,76,64,66,39,26,16
7818,20,178,70,14000,1,3,2,2400000.0,12.1145648312611,55.0,46.0,64.0,65.0,65.0,61.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,51,36,55,73,37,66,45,47,66,62,53,57,64,64,70,61,63,62,58,55,66,69,45,68,48,71,66,65,68
8010,22,189,73,23000,1,3,3,1900000.0,12.1145648312611,70.0,45.0,63.0,62.0,64.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,42,65,64,41,62,72,48,59,66,67,73,58,59,58,53,70,68,69,44,57,63,55,55,46,58,63,66,64
13274,19,175,74,3000,1,3,2,1100000.0,12.1145648312611,68.0,54.0,61.0,63.0,54.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,57,51,46,65,52,61,55,57,63,60,70,67,74,57,75,58,67,73,62,56,59,56,52,60,52,59,54,57,50
2907,27,172,73,27000,1,3,3,9500000.0,12.1145648312611,75.0,67.0,72.0,75.0,52.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,66,44,71,61,76,76,69,67,71,76,75,85,65,78,68,75,72,54,70,58,63,68,76,62,64,40,60,52
624,25,185,87,98000,2,5,4,31600000.0,15.0,70.0,73.0,77.0,80.0,56.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,68,65,83,61,83,68,70,79,84,69,70,65,76,61,81,64,69,76,80,74,51,73,80,65,80,54,59,51
3309,21,185,75,38000,1,3,2,10400000.0,12.1145648312611,80.0,35.0,55.0,65.0,71.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,56,33,63,71,32,65,29,40,58,63,77,83,76,65,61,41,74,67,75,36,67,73,33,36,27,73,69,75,70
1281,21,194,91,43000,1,3,2,23100000.0,12.1145648312611,64.0,46.0,56.0,56.0,75.0,82.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,33,38,76,64,19,52,44,54,72,62,60,67,53,70,42,74,78,76,86,44,82,75,37,54,42,77,73,75,75
2256,24,181,72,26000,1,3,3,12800000.0,16.0,73.0,52.0,66.0,70.0,74.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,41,64,70,46,68,70,54,64,71,68,77,72,74,71,70,68,78,67,58,72,74,52,60,54,72,75,76,74
243,24,172,64,95000,2,4,4,55800000.0,12.1145648312611,71.0,73.0,76.0,88.0,65.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,74,42,85,71,88,64,70,76,88,77,66,89,81,90,76,52,79,57,73,78,76,74,80,58,81,68,64,62
1254,19,171,69,52000,1,3,4,40800000.0,12.1145648312611,74.0,64.0,74.0,79.0,55.0,55.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,66,47,80,48,77,68,57,74,79,77,72,87,69,89,70,49,72,44,61,62,58,69,76,48,78,56,58,47
633,27,188,84,43000,2,4,2,26700000.0,22.0,62.0,66.0,71.0,69.0,80.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,60,81,74,53,67,65,66,75,72,61,62,64,79,64,76,88,72,77,69,72,81,59,69,78,80,80,81,76
14645,19,175,63,5000,1,2,2,990000.0,12.1145648312611,66.0,36.0,57.0,60.0,57.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,38,49,56,32,59,62,63,52,57,70,62,68,57,69,30,71,59,52,31,69,58,45,53,55,45,56,60,57
2977,33,187,89,49000,2,2,3,3400000.0,12.1145648312611,49.0,67.0,76.0,70.0,75.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,83,57,73,78,72,70,82,77,75,75,49,49,61,76,59,83,74,55,72,75,74,77,63,66,68,70,73,77,76
5170,27,187,81,22000,1,3,2,3700000.0,12.1145648312611,51.0,34.0,47.0,43.0,71.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,44,30,71,54,32,40,33,35,56,43,53,49,48,61,51,40,82,50,78,36,78,69,33,39,40,66,72,71,68
11221,22,185,72,6000,1,2,2,1500000.0,12.1145648312611,62.0,51.0,58.0,61.0,61.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,49,48,57,63,38,58,50,39,62,65,64,60,65,57,67,68,68,65,74,44,71,55,48,60,45,51,62,66,62
3601,25,180,69,38000,1,3,3,7500000.0,22.0,78.0,66.0,69.0,75.0,42.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,63,34,71,61,76,67,72,62,74,77,78,73,69,77,77,50,69,72,68,63,40,65,71,44,62,36,49,48
8308,27,184,80,11000,1,3,3,1500000.0,12.1145648312611,65.0,57.0,64.0,70.0,65.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,45,57,68,51,70,67,40,64,70,67,64,72,65,67,73,67,54,63,68,67,68,62,56,48,69,60,70,70
14642,19,180,72,7000,1,3,2,1100000.0,12.1145648312611,61.0,28.0,42.0,47.0,60.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,33,25,54,51,31,41,36,36,46,49,59,62,60,52,64,38,68,51,63,23,57,57,34,34,34,48,61,62,60
1887,34,187,90,49000,1,4,2,4700000.0,12.1145648312611,51.0,44.0,67.0,64.0,75.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,25,72,71,26,64,51,61,69,69,49,52,51,73,55,70,71,54,77,62,75,75,52,62,44,67,74,77,76
15900,19,179,72,4000,1,3,3,682000.0,12.1145648312611,68.0,47.0,55.0,60.0,39.0,48.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,45,46,44,55,52,57,49,45,56,59,71,65,75,53,78,52,54,43,53,44,41,34,43,66,44,60,35,45,34
6465,32,186,80,22000,1,4,3,1600000.0,12.1145648312611,46.0,71.0,52.0,65.0,35.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,45,70,74,61,73,63,52,54,44,70,38,52,61,74,56,73,76,53,77,66,74,34,70,51,84,65,27,37,15
3341,23,183,70,28000,1,2,3,9000000.0,12.1145648312611,72.0,42.0,69.0,70.0,70.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,36,60,68,37,69,77,62,62,72,70,74,69,69,63,53,61,65,65,38,63,70,62,62,51,59,71,73,70
591,23,191,88,89000,1,3,4,35700000.0,18.0,70.0,67.0,76.0,81.0,62.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,66,58,84,54,84,60,57,81,81,66,74,73,70,68,76,59,75,83,68,79,59,79,80,45,80,59,67,61
937,28,181,78,52000,2,4,4,20000000.0,12.1145648312611,58.0,72.0,82.0,74.0,60.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,84,72,53,80,65,74,82,77,80,77,60,57,66,76,73,74,71,79,71,74,66,66,76,84,65,78,57,62,61
3552,25,184,83,49000,1,4,3,7800000.0,12.1145648312611,68.0,70.0,67.0,71.0,35.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,69,68,70,69,72,67,63,64,73,68,68,67,73,64,76,70,72,74,65,63,33,75,69,72,74,32,28,31
6250,31,191,76,14000,1,3,2,1600000.0,12.1145648312611,47.0,38.0,47.0,47.0,68.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,34,33,68,63,30,38,32,33,53,57,48,46,52,66,48,50,74,53,77,43,75,67,28,36,37,50,70,68,67
17852,19,180,70,4000,1,3,2,278000.0,12.1145648312611,63.0,38.0,51.0,54.0,43.0,52.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,43,28,51,60,40,53,35,37,55,53,65,62,56,54,68,57,60,53,48,33,57,38,55,49,46,46,44,41,52
2767,24,178,75,26000,1,3,3,11400000.0,19.0,85.0,72.0,65.0,74.0,34.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,76,63,65,59,74,57,55,52,73,86,84,82,71,68,70,47,65,65,68,46,25,74,73,61,68,47,21,21
2031,27,182,81,50000,2,3,4,13300000.0,12.1145648312611,76.0,74.0,70.0,76.0,45.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,74,74,73,71,76,75,69,60,75,74,77,78,74,75,76,71,76,71,72,68,40,73,69,74,69,36,52,35
775,22,186,81,41000,1,4,3,30500000.0,12.1145648312611,78.0,75.0,60.0,76.0,43.0,81.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,44,80,74,73,67,77,52,38,56,78,77,79,69,72,67,81,76,75,85,62,78,45,77,64,61,73,29,48,38
15979,20,176,80,5000,1,3,2,707000.0,12.1145648312611,55.0,52.0,57.0,59.0,53.0,52.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,50,52,43,64,29,59,41,57,62,62,59,52,54,52,65,58,55,45,55,58,53,52,47,53,37,45,52,58,54
1360,24,178,70,42000,1,4,4,19800000.0,11.0,78.0,71.0,75.0,76.0,39.0,63.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,76,70,64,78,74,76,73,64,75,76,81,75,79,72,78,76,79,75,61,70,49,36,71,73,64,66,40,31,44
